,FinInstrmNm,Identifier,ExpiryDate,StrkPric,OptionType,PreviousClose,Open,High,Low,Close,SttlmPric,AvrgPric,Turnover (Rs. Cr.),TtlTrfVal,OpenInterest,ChngInOpnIntrst,OiChangePerc,RptgDt,CostOfCrryPctg,MrgnPctg,Mrgn,IsTradd,LastTradgDt,PrmOrDscnt,PrmOrDscntPctg,TradRegnOrgn,MktTpandId,FinInstrmId,LftmHgh,LftmLw,UnitOfMeasr,TtlNbOfTxsExctd,Ccy,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Date,SYMBOL,LotSize,CloseToPrevCloseChangePerc,OpenToPrevCloseChangePerc,PreviousCloseAmount,OpenAmount,CloseAmount,AmountDiffOpenToPrevClose,AmountDiffCloseToPrevClose,Closest
222409,OPTSTK,TATACOMM,23-Feb-2023,1180.0,PE,0.6,1.0,2.25,0.5,0.5,1205.45,,16.0,94.48,9000.0,-2000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,TATACOMM,500.0,-16.666666666666664,66.66666666666667,300.0,500.0,250.0,200.0,-50.0,True
223093,OPTSTK,ULTRACEMCO,23-Feb-2023,7500.0,CE,1.3,1.35,1.35,0.05,0.05,7176.9,,1054.0,7905.24,93600.0,-67300.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ULTRACEMCO,100.0,-96.15384615384616,3.8461538461538547,130.0,135.0,5.0,5.0,-125.0,True
223515,OPTSTK,ASIANPAINT,23-Feb-2023,2720.0,PE,1.5,1.95,32.0,1.95,21.0,2705.95,,144.0,785.7,13800.0,-10400.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ASIANPAINT,200.0,1300.0,30.000000000000004,300.0,390.0,4200.0,90.0,3900.0,True
223525,OPTSTK,ASIANPAINT,23-Feb-2023,2880.0,CE,0.85,1.8,3.95,0.05,0.1,2705.95,,194.0,1117.51,24200.0,-20800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ASIANPAINT,200.0,-88.23529411764706,111.76470588235294,170.0,360.0,20.0,190.0,-150.0,True
223627,OPTSTK,ONGC,23-Feb-2023,152.5,CE,1.15,2.35,3.5,0.9,1.95,154.65,,338.0,2014.17,3337950.0,-227150.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ONGC,3850.0,69.56521739130437,104.34782608695654,4427.5,9047.5,7507.5,4620.0,3080.0,True
224067,OPTSTK,COALINDIA,23-Feb-2023,212.25,CE,1.25,1.65,3.6,1.6,2.7,214.9,,25.0,225.93,189000.0,-33600.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,COALINDIA,4200.0,116.00000000000001,31.999999999999986,5250.0,6930.0,11340.0,1680.0,6090.0,True
224359,OPTSTK,CONCOR,23-Feb-2023,570.0,PE,0.7,1.25,1.25,0.05,0.05,587.75,,45.0,256.63,42000.0,-11000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CONCOR,1000.0,-92.85714285714286,78.57142857142858,700.0,1250.0,50.0,550.0,-650.0,True
225462,OPTSTK,OBEROIRLTY,23-Feb-2023,800.0,PE,1.1,2.25,2.5,0.05,0.1,836.95,,13.0,72.86,28700.0,-5600.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,OBEROIRLTY,700.0,-90.9090909090909,104.54545454545455,770.0000000000001,1575.0,70.0,804.9999999999999,-700.0000000000001,True
225924,OPTSTK,NATIONALUM,23-Feb-2023,80.0,CE,1.5,1.7,3.0,0.9,1.9,82.05,,118.0,723.88,772500.0,-420000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,NATIONALUM,7500.0,26.66666666666666,13.33333333333333,11250.0,12750.0,14250.0,1500.0,3000.0,True
226073,OPTSTK,IDFCFIRSTB,23-Feb-2023,53.0,CE,0.6,0.7,1.5,0.4,0.5,53.75,,18.0,145.08,180000.0,-135000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IDFCFIRSTB,15000.0,-16.666666666666664,16.666666666666675,9000.0,10500.0,7500.0,1500.0,-1500.0,True
226410,OPTSTK,PAGEIND,23-Feb-2023,45000.0,CE,1.3,2.0,2.5,0.05,0.05,38063.15,,147.0,992.25,7245.0,-2205.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,PAGEIND,15.0,-96.15384615384616,53.84615384615383,19.5,30.0,0.75,10.5,-18.75,True
227026,OPTSTK,LAURUSLABS,23-Feb-2023,310.0,PE,0.65,0.75,1.0,0.05,0.05,316.2,,45.0,153.57,24200.0,-18700.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,LAURUSLABS,1700.0,-92.3076923076923,15.384615384615374,1105.0,1275.0,85.0,170.0,-1020.0,True
230591,OPTSTK,POWERGRID,23-Feb-2023,215.0,CE,0.85,1.0,2.0,0.05,0.15,213.25,,454.0,2646.9,402300.0,-418500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,POWERGRID,2700.0,-82.35294117647058,17.647058823529417,2295.0,2700.0,405.0,405.0,-1890.0,True
231552,OPTSTK,CANBK,23-Feb-2023,270.0,PE,1.15,1.25,1.7,0.05,0.1,273.8,,505.0,3689.17,378000.0,-137700.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CANBK,2700.0,-91.30434782608695,8.69565217391306,3104.9999999999995,3375.0,270.0,270.00000000000045,-2834.9999999999995,True
231698,OPTSTK,BALRAMCHIN,23-Feb-2023,365.0,CE,0.95,1.2,1.75,0.1,0.35,362.55,,125.0,731.16,40000.0,-20800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BALRAMCHIN,1600.0,-63.1578947368421,26.315789473684205,1520.0,1920.0,560.0,400.0,-960.0,True
231839,OPTSTK,PFC,23-Feb-2023,146.0,CE,1.25,1.65,2.25,0.45,1.05,147.55,,45.0,411.62,291400.0,-142600.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,PFC,6200.0,-15.999999999999993,31.999999999999986,7750.0,10230.0,6510.0,2480.0,-1240.0,True
232060,OPTSTK,AUROPHARMA,23-Feb-2023,465.0,PE,1.2,1.8,2.1,0.05,0.7,467.6,,265.0,1235.61,45000.0,-78000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,AUROPHARMA,1100.0,-41.666666666666664,50.0,1320.0,1980.0,770.0,660.0,-550.0,True
232192,OPTSTK,CHOLAFIN,23-Feb-2023,750.0,PE,1.3,2.0,5.1,0.25,0.95,751.5,,212.0,1995.1,50000.0,-103750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CHOLAFIN,1250.0,-26.923076923076927,53.84615384615383,1625.0,2500.0,1187.5,875.0,-437.5,True
232398,OPTSTK,ICICIPRULI,23-Feb-2023,405.0,PE,1.1,3.4,4.35,0.55,0.55,402.5,,66.0,403.11,51000.0,-10500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ICICIPRULI,1500.0,-50.0,209.09090909090904,1650.0000000000002,5100.0,825.0000000000001,3450.0,-825.0000000000001,True
232854,OPTSTK,BHEL,23-Feb-2023,70.0,PE,1.15,1.2,2.05,0.65,1.3,68.95,,205.0,1535.67,798000.0,-987000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BHEL,10500.0,13.043478260869579,4.347826086956519,12074.999999999998,12600.0,13650.0,525.0000000000018,1575.0000000000018,True
232994,OPTSTK,ASTRAL,23-Feb-2023,1840.0,PE,0.75,1.4,1.4,0.05,0.05,1877.0,,29.0,146.78,2475.0,2475.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ASTRAL,367.0,-93.33333333333333,86.66666666666664,275.25,513.8,18.35,238.54999999999995,-256.9,True
233895,OPTSTK,ZEEL,23-Feb-2023,200.0,PE,1.25,4.2,23.35,1.0,2.0,198.65,,1317.0,8261.97,174000.0,-993000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ZEEL,3000.0,60.00000000000001,236.00000000000003,3750.0,12600.0,6000.0,8850.0,2250.0,True
234020,OPTSTK,MANAPPURAM,23-Feb-2023,105.0,PE,1.25,1.3,2.1,0.4,1.1,104.05,,58.0,370.28,102000.0,-240000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,MANAPPURAM,6000.0,-11.99999999999999,4.0000000000000036,7500.0,7800.0,6600.000000000001,300.0,-899.9999999999991,True
235477,OPTSTK,IDEA,23-Feb-2023,8.0,PE,1.0,1.1,1.4,1.05,1.3,6.7,,295.0,1890.77,10010000.0,-18410000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IDEA,80000.0,30.000000000000004,10.000000000000009,80000.0,88000.0,104000.0,8000.0,24000.0,True
235693,OPTSTK,SUNPHARMA,23-Feb-2023,950.0,PE,1.15,1.55,1.55,0.05,0.1,972.5,,430.0,2860.79,208600.0,-121800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,SUNPHARMA,700.0,-91.30434782608695,34.78260869565219,804.9999999999999,1085.0,70.0,280.0000000000001,-734.9999999999999,True
236867,OPTSTK,GMRINFRA,23-Feb-2023,40.0,PE,1.25,1.65,2.7,1.65,2.7,37.5,,43.0,409.3,1845000.0,-495000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,GMRINFRA,22500.0,116.00000000000001,31.999999999999986,28125.0,37125.0,60750.00000000001,9000.0,32625.000000000007,True
237004,OPTSTK,MOTHERSON,23-Feb-2023,83.0,PE,1.1,2.0,2.3,0.45,0.7,82.35,,37.0,211.02,303750.0,-87750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,MOTHERSON,7100.0,-36.363636363636374,81.81818181818181,7810.000000000001,14200.0,4970.0,6389.999999999999,-2840.000000000001,True
238307,OPTSTK,DABUR,23-Feb-2023,530.0,PE,1.5,1.95,2.35,0.05,0.05,539.75,,189.0,1253.55,83750.0,-90000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,DABUR,1250.0,-96.66666666666667,30.000000000000004,1875.0,2437.5,62.5,562.5,-1812.5,True
239184,OPTSTK,HINDALCO,23-Feb-2023,430.0,CE,1.1,1.3,6.4,1.15,4.1,436.45,,1945.0,11789.19,1992200.0,-1549800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HINDALCO,1400.0,272.72727272727263,18.181818181818166,1540.0000000000002,1820.0,5739.999999999999,279.9999999999998,4199.999999999999,True
239199,OPTSTK,IOC,23-Feb-2023,77.0,CE,0.6,0.65,0.8,0.1,0.1,77.2,,55.0,415.32,117000.0,-87750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IOC,9750.0,-83.33333333333333,8.333333333333348,5850.0,6337.5,975.0,487.5,-4875.0,True
239338,OPTSTK,BATAINDIA,23-Feb-2023,1380.0,PE,1.05,1.5,1.5,0.1,0.15,1415.65,,145.0,550.54,28050.0,-9350.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BATAINDIA,375.0,-85.71428571428572,42.85714285714286,393.75,562.5,56.25,168.75,-337.5,True
240194,OPTSTK,ESCORTS,23-Feb-2023,1980.0,PE,1.3,3.95,3.95,0.15,0.2,2041.55,,126.0,686.3,25300.0,-6050.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ESCORTS,275.0,-84.61538461538461,203.84615384615384,357.5,1086.25,55.0,728.75,-302.5,True
240520,OPTSTK,RAIN,23-Feb-2023,162.5,PE,1.5,7.0,7.0,5.0,5.3,157.55,,9.0,52.98,21000.0,-3500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,,,253.33333333333331,366.6666666666667,,,,,,True
240748,OPTSTK,IRCTC,23-Feb-2023,610.0,PE,1.4,2.0,11.35,0.75,9.85,602.35,,741.0,3981.01,63875.0,-177625.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IRCTC,875.0,603.5714285714286,42.85714285714286,1225.0,1750.0,8618.75,525.0,7393.75,True
241277,OPTSTK,NMDC,23-Feb-2023,115.0,CE,0.9,1.0,3.0,0.15,1.95,117.05,,450.0,2342.28,333000.0,-130500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,NMDC,4500.0,116.66666666666666,11.111111111111116,4050.0,4500.0,8775.0,450.0,4725.0,True
241738,OPTSTK,GUJGASLTD,23-Feb-2023,520.0,CE,0.8,1.4,3.0,0.05,0.1,504.1,,399.0,2596.83,125000.0,-162500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,GUJGASLTD,1250.0,-87.5,74.99999999999997,1000.0,1750.0,125.0,750.0,-875.0,True
242310,OPTSTK,HAL,23-Feb-2023,2480.0,PE,1.4,1.95,2.0,0.1,0.35,2540.95,,30.0,223.26,30300.0,-3900.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HAL,300.0,-75.0,39.2857142857143,420.0,585.0,105.0,165.0,-315.0,True
243724,OPTSTK,TRENT,23-Feb-2023,1280.0,PE,0.8,1.0,2.35,0.1,0.2,1328.2,,116.0,594.31,44400.0,8400.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,TRENT,400.0,-75.0,25.0,320.0,400.0,80.0,80.0,-240.0,True
249037,OPTSTK,PETRONET,23-Feb-2023,212.5,CE,1.5,6.7,6.7,6.7,6.7,219.65,,1.0,6.57,3000.0,0.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,PETRONET,3000.0,346.6666666666667,346.6666666666667,4500.0,20100.0,20100.0,15600.0,15600.0,True
249472,OPTSTK,INTELLECT,23-Feb-2023,470.0,CE,1.1,1.6,1.6,0.05,0.05,458.65,,116.0,545.67,38000.0,-67000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,,,-95.45454545454545,45.45454545454546,,,,,,True
249982,OPTSTK,RBLBANK,23-Feb-2023,155.0,CE,0.55,0.7,0.75,0.05,0.15,153.8,,509.0,3951.86,315000.0,-420000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,RBLBANK,5000.0,-72.72727272727273,27.27272727272725,2750.0,3500.0,750.0,750.0,-2000.0,True
250972,OPTSTK,BAJAJ-AUTO,23-Feb-2023,3920.0,CE,1.35,4.85,4.85,0.05,0.05,3831.95,,119.0,1166.49,29000.0,-8750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BAJAJ-AUTO,250.0,-96.2962962962963,259.25925925925924,337.5,1212.5,12.5,875.0,-325.0,True
252987,OPTSTK,WHIRLPOOL,23-Feb-2023,1240.0,PE,0.85,1.8,3.0,0.25,0.3,1269.55,,5.0,21.72,2100.0,0.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,,,-64.70588235294117,111.76470588235294,,,,,,True
253572,OPTSTK,SBIN,23-Feb-2023,510.0,PE,1.4,1.5,2.5,0.05,0.05,521.0,,2444.0,18717.82,657000.0,-358500.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,SBIN,1500.0,-96.42857142857143,7.14285714285714,2100.0,2250.0,75.0,150.0,-2025.0,True
253755,OPTSTK,CUB,23-Feb-2023,132.5,PE,1.0,1.9,3.75,0.35,0.45,132.5,,45.0,302.79,80000.0,-100000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CUB,5000.0,-55.00000000000001,89.99999999999999,5000.0,9500.0,2250.0,4500.0,-2750.0,True
254832,OPTSTK,LALPATHLAB,23-Feb-2023,1850.0,PE,1.05,5.2,5.2,1.85,2.95,1908.1,,41.0,190.04,1750.0,-3750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,LALPATHLAB,300.0,180.95238095238096,395.23809523809524,315.0,1560.0,885.0,1245.0,570.0,True
256026,OPTSTK,SAIL,23-Feb-2023,84.0,CE,1.35,1.6,2.45,0.75,0.9,84.9,,153.0,1044.02,880000.0,-624000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,SAIL,8000.0,-33.333333333333336,18.518518518518512,10800.0,12800.0,7200.0,2000.0,-3600.0,True
256108,OPTSTK,RECLTD,23-Feb-2023,112.75,PE,1.0,1.05,1.5,0.5,0.5,112.8,,20.0,181.47,256000.0,-112000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,RECLTD,8000.0,-50.0,5.000000000000004,8000.0,8400.0,4000.0,400.0,-4000.0,True
256687,OPTSTK,GODREJCP,23-Feb-2023,900.0,PE,0.75,1.0,1.65,0.05,0.1,934.35,,212.0,1908.43,55000.0,-30000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,GODREJCP,1000.0,-86.66666666666667,33.33333333333333,750.0,1000.0,100.0,250.0,-650.0,True
257646,OPTSTK,HCLTECH,23-Feb-2023,1120.0,CE,0.7,1.5,1.7,0.05,0.05,1094.35,,526.0,4125.9,139300.0,-119700.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HCLTECH,700.0,-92.85714285714286,114.28571428571428,489.99999999999994,1050.0,35.0,560.0,-454.99999999999994,True
