,Identifier,SERIES,Open,High,Low,Close,LAST,PreviousClose,TOTTRDQTY,Turnover (Rs. Cr.),TIMESTAMP,TOTALTRADES,ISIN,Date,Growth,Historic High,Low From Historic High,Month,Month Open,Month Close,Month Low,Month High,Monthly - Growth,Monthly - Highest Fall From Start,Monthly - Highest Fall From Historic High,Monthly - Highest Rise From Start,Monthly - Turnover,Year,Year Open,Year Close,Year Low,Year High,Annual - Growth,Annual - Highest Fall From Start,Annual - Highest Fall From Historic High,Annual - Highest Rise From Start,Annual - Turnover,ClosePriceDiff,Gain,Loss,AvgGain,AvgLoss,Rs,Rsi,RsiCrossedAbove,RsiCrossedBelow
53188,CHOLAFIN,EQ,796.0,803.1,791.0,796.1,795.7,796.05,742433,591239068.9,09-FEB-2023,19140,INE121A01024,2023-02-09,8.779121404659424,803.1,0,2023-02,731.1,756.5,731.1,803.1,0.8935716190984324,0.0,0,3.71948857032159,21207397877.6,2023,727.8,1067.95,658.0,1214.6,45.92471134795382,-9.185011386377747,0,64.80325644504748,239581957482.35,0.05000000000006821,0.05,0.0,8.18826530612245,1.2900510204081634,6.347241447498517,86.3894496030144,True,False
54129,PERSISTENT,EQ,4820.0,4900.0,4780.0,4890.7,4888.0,4824.85,225054,1091846539.2,10-FEB-2023,20166,INE262H01013,2023-02-10,21.419084149505334,4950.0,0,2023-02,4701.0,4793.1,4603.35,5135.0,2.3215600883793908,0.0,0,8.241989881956155,34071066269.4,2023,3888.95,4882.1,3840.0,5278.95,21.205576037438416,-0.2597402597402597,0,30.505562422744127,269186303347.35,65.84999999999945,65.85,0.0,46.56556122448979,4.274744897959183,10.893178969982696,91.59181912149889,True,False
55259,ALKEM,EQ,3247.5,3350.0,3178.6,3292.7,3295.1,3230.45,916798,3017527263.75,10-FEB-2023,66380,INE540L01014,2023-02-10,9.714609399730094,3350.0,0,2023-02,3020.5,3175.0,3011.3,3350.0,4.7699186589450475,0.0,0,10.016420361247947,9037028200.9,2023,3005.0,4131.85,2973.0,4168.7,37.67555770288057,0.0,0,38.07299947005829,77706753248.85,62.25,62.25,0.0,22.978061224489796,5.445408163265306,4.219713295230957,80.84185963022796,True,False
59188,ITC,EQ,375.0,387.65,373.75,386.45,385.95,374.2,29125052,11172825493.75,14-FEB-2023,240562,INE154A01025,2023-02-14,16.103349857293065,388.2,0,2023-02,353.0,376.7,329.1,394.0,4.233536247924741,0.0,0,7.738583538419473,139487677936.5,2023,330.9,454.9,326.0,499.7,36.668168844824976,-1.1072349461550062,0,49.610778443113766,733750199075.9,12.25,12.25,0.0,4.323979591836735,1.0313775510204082,4.192431362849369,80.74119944743487,True,False
62674,ALKEM,EQ,3342.1,3348.95,3286.7,3307.65,3314.95,3313.85,79306,262965055.2,16-FEB-2023,13039,INE540L01014,2023-02-16,10.212751778484915,3350.0,0,2023-02,3020.5,3175.0,3011.3,3350.0,4.7699186589450475,0.0,0,10.016420361247947,9037028200.9,2023,3005.0,4131.85,2973.0,4168.7,37.67555770288057,0.0,0,38.07299947005829,77706753248.85,-6.199999999999818,0.0,6.2,24.18265306122449,5.148724489795919,4.69682405985235,82.44635977004496,True,False
64387,DRREDDY,EQ,4501.2,4535.0,4463.5,4510.35,4520.1,4519.3,211207,950828127.25,17-FEB-2023,22484,INE089A01023,2023-02-17,6.500513571268347,4564.0,0,2023-02,4341.0,4316.6,4285.0,4564.0,-0.8020222911639581,-0.5858128878835334,0,4.200913242009133,27108024235.95,2023,4258.75,5630.7,4175.1,5734.0,32.95474669720546,-0.8054169636493143,0,34.362807699968364,270904577972.65,-8.949999999999818,0.0,8.95,16.575,3.5974489795918365,4.607431569990072,82.16652334463048,True,False
64731,DALBHARAT,EQ,1939.0,1989.8,1921.45,1945.1,1949.8,1931.8,579883,1140044034.7,17-FEB-2023,32667,INE00R701025,2023-02-17,3.0407374053080396,1989.8,0,2023-02,1771.05,1833.9,1734.8,1989.8,3.703913141823117,-0.13815335021874803,0,7.944774459543769,12555979853.75,2023,1862.8,2004.8,1672.0,2288.8,6.203316204905436,-10.10752688172043,0,20.526592943654563,80705748974.6,13.299999999999955,13.3,0.0,21.332142857142856,4.589795918367348,4.647732325477989,82.29377841635994,True,False
66449,CUMMINSIND,EQ,1626.8,1626.8,1609.75,1614.0,1620.0,1618.7,365315,590474203.95,20-FEB-2023,23363,INE298A01020,2023-02-20,16.479630498322077,1666.45,0,2023-02,1453.0,1570.1,1405.2,1666.45,10.066596565019271,0.0,0,13.52612575788541,25807320898.9,2023,1380.35,1751.75,1358.4,1980.15,26.420813336701176,-0.11764705882352272,0,41.98185924783996,172309624532.95,-4.7000000000000455,0.0,4.7,18.113775510204082,3.2938775510204086,5.499225526641883,84.61355132391144,True,False
67524,LTTS,EQ,3765.35,3808.95,3724.7,3754.1,3744.0,3746.6,194418,730785907.45,21-FEB-2023,16110,INE010V01017,2023-02-21,0.8218074392372743,3808.95,0,2023-02,3357.0,3684.75,3272.5,3808.95,10.553555355535552,0.0,0,12.767563726796341,15086451315.5,2023,3689.7,4239.7,3215.85,4289.7,13.863300657983075,-12.522441651705563,0,14.728537041989831,158081293389.05,7.5,7.5,0.0,35.67551020408163,7.899489795918366,4.516179035070723,81.8715093610594,True,False
67799,SIEMENS,EQ,3219.95,3304.8,3195.75,3294.2,3295.95,3196.95,1330777,4358108169.85,21-FEB-2023,76880,INE003A01024,2023-02-21,16.47073382007177,3304.8,0,2023-02,2950.0,3246.6,2891.4,3313.8,10.237343383925843,0.0,0,7.90446264306996,32181615327.1,2023,2846.0,3834.1,2810.0,4068.85,35.559601888026585,-0.24140869071287208,0,42.77418109725073,217397703509.0,97.25,97.25,0.0,30.004846938775508,5.117091836734694,5.863652225933495,85.43049724719998,True,False
68189,BOSCHLTD,EQ,18185.0,18525.0,17950.0,18476.3,18500.0,18183.35,37541,690669646.35,21-FEB-2023,10805,INE323A01026,2023-02-21,7.610230843377691,18525.0,0,2023-02,17100.0,17996.25,16780.0,18525.0,5.13025724308552,0.0,0,6.833910034602077,8756218362.8,2023,17337.85,18196.55,16366.05,19990.0,5.980902348038532,-4.236102984201291,0,15.229421258934748,68993257199.3,292.9500000000007,292.95,0.0,115.55969387755101,18.044132653061222,6.404280887280336,86.49429951100478,True,False
69949,VOLTAS,EQ,898.1,927.4,895.8,914.2,914.2,895.8,7876349,7199095863.75,22-FEB-2023,173030,INE226A01021,2023-02-22,13.89771382296145,927.4,0,2023-02,803.5,892.0,784.0,927.4,12.257739743267049,0.0,0,13.658925179238915,33030959990.399998,2023,799.9,826.4,737.2,934.0,2.958948483149567,-7.153652392947098,0,16.11860508485112,166429219724.3,18.40000000000009,18.4,0.0,10.145663265306123,2.1191326530612247,4.787648970747562,82.7218270310745,True,False
71515,SIEMENS,EQ,3259.9,3280.0,3235.1,3257.0,3270.0,3251.5,316425,1029780838.65,23-FEB-2023,27491,INE003A01024,2023-02-23,15.155479343079891,3313.8,0,2023-02,2950.0,3246.6,2891.4,3313.8,10.237343383925843,0.0,0,7.90446264306996,32181615327.1,2023,2846.0,3834.1,2810.0,4068.85,35.559601888026585,-0.24140869071287208,0,42.77418109725073,217397703509.0,5.5,5.5,0.0,28.664540816326532,6.649234693877551,4.310953385766354,81.17098894748248,True,False
72551,GLENMARK,EQ,444.0,453.8,440.35,448.2,448.15,442.9,2364540,1058081692.5,23-FEB-2023,34362,INE935A01035,2023-02-23,4.793079261164368,453.8,0,2023-02,386.7,428.75,378.8,453.8,12.032923961327414,0.0,0,15.031685678073515,10954816897.85,2023,423.3,816.0,369.05,832.9,90.78793546878654,-11.71052631578947,0,93.83290667907843,106720341767.1,5.300000000000011,5.3,0.0,4.988265306122449,1.041326530612245,4.79029887310142,82.72973430360467,True,False
75700,GAIL,EQ,103.85,106.2,103.15,104.15,104.3,103.45,27802826,2909907128.45,27-FEB-2023,118508,INE129A01019,2023-02-27,7.815734989648046,106.2,0,2023-02,95.5,102.65,91.05,106.2,6.871421134825622,-4.157894736842108,0,8.367346938775514,29847765568.2,2023,96.5,114.25,91.05,122.95,18.271221532091104,-4.659685863874349,0,27.01446280991736,214292368364.05,0.7000000000000028,0.7,0.0,0.7165816326530612,0.0961734693877551,7.450928381962864,88.1669805398619,True,False
81013,SHREECEM,EQ,26299.95,26789.0,26159.0,26576.8,26670.0,26329.5,45919,1219097146.9,02-MAR-2023,16823,INE070A01015,2023-03-02,13.311191360366998,27049.0,0,2023-03,25910.0,26186.95,24751.6,26789.0,-0.5414079264703062,-4.43379234322847,0,1.39666919000757,23411118561.8,2023,23296.5,24253.45,21410.0,27049.0,3.4055008164674883,-7.47223302649207,0,15.004496183027596,175841507318.9,247.29999999999927,247.3,0.0,299.4061224489796,74.15969387755102,4.0373160512682915,80.148158467281,True,False
87277,ADANIPORTS,EQ,700.0,715.0,682.0,712.05,711.9,690.75,20232587,14196424034.35,08-MAR-2023,326843,INE742F01042,2023-03-08,-13.407515505290041,826.75,0,2023-03,598.0,631.9,571.55,722.75,4.94934396279687,-3.8765556676757593,0,17.329545454545457,205650053101.6,2023,823.0,791.4,395.1,826.75,-3.7577526450200636,-51.598676957001096,0,0.0,985012176772.6,21.299999999999955,21.3,0.0,12.249744897959186,2.3943877551020405,5.116023865331346,83.64950788258864,True,False
87680,GAIL,EQ,109.7,112.8,109.35,111.25,111.1,109.05,27568928,3070856195.2,08-MAR-2023,118220,INE129A01019,2023-03-08,15.165631469979301,112.8,0,2023-03,102.2,105.15,101.9,112.8,1.6924564796905222,-0.24473813020068524,0,8.932882665379044,44761508627.1,2023,96.5,114.25,91.05,122.95,18.271221532091104,-4.659685863874349,0,27.01446280991736,214292368364.05,2.200000000000003,2.2,0.0,1.238265306122449,0.17576530612244895,7.044992743105952,87.56990799206206,True,False
101156,GMRINFRA,EQ,42.15,42.85,41.85,42.7,42.75,41.75,21468791,911093658.5,17-MAR-2023,28171,INE776C01039,2023-03-17,4.785276073619639,42.85,0,2023-03,37.85,40.55,37.2,43.25,5.87467362924282,-1.4569536423840983,0,12.630208333333337,8229084558.6,2023,40.0,51.6,36.0,52.25,26.625766871165645,-9.77443609022556,0,27.283800243605366,65425916738.35,0.9500000000000028,0.95,0.0,0.4392857142857142,0.08954081632653062,4.905982905982905,83.06801736613603,True,False
104352,BPCL,EQ,360.2,361.6,355.75,358.55,358.3,359.65,5125281,1838358225.1,21-MAR-2023,66855,INE029A01011,2023-03-21,7.398532274973786,361.6,0,2023-03,316.8,344.3,314.5,361.6,8.990186767964557,-0.3327523371890386,0,12.647975077881627,32193729798.5,2023,330.05,360.65,314.05,397.9,8.027557286206367,-4.1215081666921085,0,18.882581416193602,176205965573.35,-1.099999999999966,0.0,1.1,3.2135204081632653,0.6920918367346938,4.64319941024696,82.27955584585239,True,False
105637,MCX,EQ,1504.85,1536.95,1504.85,1518.4,1519.05,1501.0,201841,308009859.55,22-MAR-2023,24568,INE745G01035,2023-03-22,4.164094120875355,1637.05,0,2023-03,1409.7,1516.5,1372.25,1536.95,5.941527821439795,-2.3691793248194624,0,7.111993867168439,6579124568.3,2023,1501.0,1627.15,1285.05,1721.0,11.624476915689103,-10.853277835587932,0,14.367357788410423,94267882035.7,17.40000000000009,17.4,0.0,9.61658163265306,1.8505102040816326,5.1967190515577615,83.86242797713065,True,False
106082,SRF,EQ,2352.05,2387.65,2346.0,2381.25,2376.05,2349.35,1042488,2476952550.25,22-MAR-2023,26109,INE647A01010,2023-03-22,3.8735850291173284,2387.65,0,2023-03,2184.05,2411.85,2184.05,2433.4,7.891028651949276,0.0,0,8.549124567859936,24080181999.2,2023,2294.6,2284.15,2040.0,2636.0,-0.36205806015397185,-10.374975287217454,0,14.211438474870016,195576890600.65,31.90000000000009,31.9,0.0,18.588265306122448,4.317857142857142,4.3049745952971765,81.14976835352816,True,False
107067,HINDPETRO,EQ,244.8,246.25,243.45,245.45,244.75,244.75,1890980,462853313.7,22-MAR-2023,20041,INE094A01015,2023-03-22,3.5217207929143797,261.0,0,2023-03,216.25,236.8,214.05,248.9,10.037174721189603,-0.16324626865671377,0,14.621229564816945,19370381447.649998,2023,235.95,267.8,211.65,309.9,12.948123154787016,-9.55128205128205,0,29.909872144204552,152024634757.8,0.6999999999999886,0.7,0.0,2.4244897959183676,0.41785714285714287,5.802197802197803,85.2988691437803,True,False
121060,ALKEM,EQ,3399.7,3430.35,3381.05,3408.8,3405.0,3399.8,210599,717018790.0,05-APR-2023,28177,INE540L01014,2023-04-05,13.583126468187197,3430.35,0,2023-04,3410.0,3509.9,3300.85,3520.0,3.2384257897523354,-1.7165401220783114,0,3.225806451612903,12324755714.1,2023,3005.0,4131.85,2973.0,4168.7,37.67555770288057,0.0,0,38.07299947005829,77706753248.85,9.0,9.0,0.0,30.181377551020407,7.441836734693878,4.055635540929658,80.22009316327984,True,False
121888,TATACOMM,EQ,1244.2,1276.9,1240.1,1270.95,1269.5,1247.55,204188,258301614.8,05-APR-2023,12801,INE151A01013,2023-04-05,-3.53686767105612,1430.6,0,2023-04,1246.45,1269.5,1172.0,1286.9,1.7594485190974347,-5.193334411907462,0,2.6236044657097364,10337128634.95,2023,1308.0,1696.95,1156.8,1821.5,28.795871124435514,-10.057147300081649,0,36.75438267202222,152440118663.75,23.40000000000009,23.4,0.0,7.882908163265307,1.5387755102040814,5.122844827586208,83.66772263287575,True,False
123168,DALBHARAT,EQ,1985.0,2009.0,1978.0,1999.35,2000.0,1979.4,247539,493994657.8,06-APR-2023,15241,INE00R701025,2023-04-06,5.914605074958938,2009.0,0,2023-04,1987.3,1996.2,1901.5,2078.0,1.1912607086733917,-3.2315521628498725,0,4.42211055276382,13285026219.3,2023,1862.8,2004.8,1672.0,2288.8,6.203316204905436,-10.10752688172043,0,20.526592943654563,80705748974.6,19.949999999999818,19.95,0.0,19.93673469387755,3.316326530612245,6.011692307692307,85.73810777602247,True,False
123826,NAUKRI,EQ,3724.95,3763.0,3693.3,3743.55,3735.0,3742.0,123542,461440714.9,06-APR-2023,13173,INE663F01024,2023-04-06,-4.293749201073752,3960.0,0,2023-04,3747.0,3776.2,3592.3,3880.0,2.1768247311100537,-2.3526373730921275,0,3.357796454401369,10415650214.4,2023,3935.0,4825.8,3308.2,4984.5,23.374664450977892,-14.759082710641591,0,26.130799498968845,188249864587.1,1.550000000000182,1.55,0.0,32.0436224489796,7.6441326530612255,4.191923911229768,80.7393171183216,True,False
124298,ICICIPRULI,EQ,438.0,442.45,435.7,440.95,440.0,438.1,999136,439437081.95,06-APR-2023,27868,INE726G01019,2023-04-06,-2.5309460654288216,488.75,0,2023-04,435.85,434.5,420.05,462.85,-0.7877611599497634,-3.4367816091953998,0,4.800181138910912,17787978691.55,2023,451.3,578.6,380.7,615.6,27.895667550839974,-14.410971223021587,0,35.594713656387675,149900868051.1,2.849999999999966,2.85,0.0,4.703826530612246,1.1142857142857143,4.221382783882785,80.84798526768098,True,False
124452,KOTAKBANK,EQ,1750.0,1761.45,1739.35,1757.1,1755.95,1751.9,1557355,2732631624.85,06-APR-2023,55545,INE237A01028,2023-04-06,-3.723185666146136,1836.5,0,2023-04,1734.0,1938.05,1733.2,1943.3,11.018502606404303,0.0,0,10.906289236388535,115377070113.1,2023,1827.8,1831.55,1643.5,2064.4,0.35615462590066027,-9.521319056401225,0,12.624113475177309,1305870688595.05,5.199999999999818,5.2,0.0,9.623979591836733,2.3778061224489795,4.04741980474198,80.1878972091738,True,False
124993,TITAN,EQ,2568.0,2602.0,2561.05,2583.7,2578.0,2548.45,1497452,3867165551.85,10-APR-2023,72808,INE280A01028,2023-04-10,0.6996005066744546,2626.25,0,2023-04,2525.9,2641.85,2513.3,2679.3,4.116418381019934,0.0,0,5.291493918613565,38845176255.3,2023,2607.0,2904.6,2269.6,3210.0,13.206664717918734,-11.23279098873593,0,22.706422018348622,392305062340.9,35.25,35.25,0.0,16.138010204081635,3.7142857142857144,4.344848901098901,81.29039719355958,True,False
125221,HDFCBANK,EQ,1663.25,1671.0,1654.0,1658.45,1655.15,1666.35,15906643,26439042028.15,10-APR-2023,138726,INE040A01034,2023-04-10,1.826610179898078,1702.4,0,2023-04,1607.55,1687.6,1602.75,1720.0,4.7840799726801375,0.0,0,6.455406325431698,493982365507.65,2023,1627.0,1651.25,1532.05,1757.5,1.3845398170319858,-5.344289641963486,0,7.18097270925446,3536134512257.25,-7.899999999999864,0.0,7.9,10.224234693877552,2.534183673469388,4.034527884034628,80.13716433727231,True,False
125948,RAMCOCEM,EQ,758.55,762.0,748.4,759.75,757.5,755.1,239220,181348216.05,10-APR-2023,8985,INE331A01037,2023-04-10,7.5904552857041745,770.0,0,2023-04,760.0,736.2,716.05,770.0,-2.496523409045747,-4.232981142169331,0,0.0,3660279201.45,2023,700.0,874.15,642.05,953.0,23.79097925369964,-7.75806335751742,0,34.41466854724965,55008362975.3,4.649999999999977,4.65,0.0,3.810969387755102,0.8688775510204082,4.386083382266588,81.43363314254566,True,False
126705,ULTRACEMCO,EQ,7715.0,7793.95,7715.0,7741.45,7740.05,7696.25,354799,2748999774.65,11-APR-2023,58837,INE481G01011,2023-04-11,10.309278350515465,7793.95,0,2023-04,7670.9,7556.2,7300.0,7824.0,-1.1033309338394108,-3.6952019102650406,0,1.1244668476153548,42259400171.05,2023,6979.9,8175.45,6604.1,8499.0,16.493420443291846,-4.978345635314599,0,20.725289242111096,379993385763.45,45.19999999999982,45.2,0.0,49.21938775510204,6.748724489795917,7.293139293139295,87.94184006016546,True,False
126836,TATACOMM,EQ,1270.0,1286.9,1265.2,1278.5,1276.3,1264.85,234883,300491820.85,11-APR-2023,16818,INE151A01013,2023-04-11,-2.9638343895867294,1430.6,0,2023-04,1246.45,1269.5,1172.0,1286.9,1.7594485190974347,-5.193334411907462,0,2.6236044657097364,10337128634.95,2023,1308.0,1696.95,1156.8,1821.5,28.795871124435514,-10.057147300081649,0,36.75438267202222,152440118663.75,13.650000000000091,13.65,0.0,9.050255102040817,2.2617346938775507,4.0014662756598245,80.00586338317208,True,False
126990,HDFCLIFE,EQ,516.8,522.8,512.75,513.55,512.9,513.7,3671457,1898913629.95,11-APR-2023,65604,INE795G01014,2023-04-11,-9.950903033491146,620.6,0,2023-04,502.05,529.75,501.25,555.55,5.171729203891207,0.0,0,9.252704031465084,42942344225.6,2023,565.0,648.8,457.8,690.85,13.764685253375417,-18.43207126948775,0,20.904795239762,390228639230.9,-0.15000000000009095,0.0,0.15,4.563265306122449,1.1051020408163266,4.12927054478301,80.5040504050405,True,False
127167,IPCALAB,EQ,833.3,845.95,826.8,829.0,829.95,833.3,661503,555101189.9,11-APR-2023,13194,INE571A01038,2023-04-11,-0.9202820604756837,889.95,0,2023-04,810.35,710.15,686.8,854.55,-12.365027457271555,-14.390775942661271,0,4.564086876720705,18311612533.75,2023,841.0,930.1,669.8,943.0,11.162901876419262,-19.301204819277114,0,11.630659958567623,66887792885.3,-4.2999999999999545,0.0,4.3,4.1885204081632645,1.0466836734693874,4.001706068730198,80.00682194717864,True,False
127544,ABBOTINDIA,EQ,22832.05,22958.0,22626.6,22778.85,22817.0,22831.65,15509,353597864.95,11-APR-2023,4898,INE358A01014,2023-04-11,6.2600002798912024,23140.0,0,2023-04,22248.0,22297.25,21809.9,23140.0,0.18511820381424704,0.0,0,3.3963511901304226,5301300670.3,2023,21367.2,23964.75,19900.0,24657.7,11.79205015650583,-6.518568277851249,0,14.04698748650017,39544529714.2,-52.80000000000291,0.0,52.8,174.2862244897959,36.938010204081635,4.7183436120914095,82.51241849325905,True,False
127861,DALBHARAT,EQ,1985.0,2020.0,1985.0,2001.2,2003.0,1983.65,382379,766500961.4,11-APR-2023,18208,INE00R701025,2023-04-11,6.0126079355829845,2020.0,0,2023-04,1987.3,1996.2,1901.5,2078.0,1.1912607086733917,-3.2315521628498725,0,4.42211055276382,13285026219.3,2023,1862.8,2004.8,1672.0,2288.8,6.203316204905436,-10.10752688172043,0,20.526592943654563,80705748974.6,17.549999999999955,17.55,0.0,18.75382653061224,4.354336734693878,4.306930693069305,81.15671641791045,True,False
129630,GRASIM,EQ,1715.5,1741.3,1711.5,1717.45,1718.35,1711.1,658775,1135715201.35,12-APR-2023,33798,INE047A01021,2023-04-12,-0.7999768959741184,1748.0,0,2023-04,1629.8,1720.3,1614.25,1741.3,5.672778647992869,-0.3641638119927223,0,6.07334307992203,15900865888.95,2023,1725.4,1855.6,1527.05,1864.95,7.179576041125163,-11.218023255813957,0,6.690503432494281,146657993190.15,6.350000000000136,6.35,0.0,11.666071428571428,2.8653061224489798,4.071492165242165,80.28193739796008,True,False
130660,TATACHEM,EQ,1020.0,1029.0,1016.5,1026.15,1025.7,1020.65,468566,479729589.9,13-APR-2023,19265,INE092A01019,2023-04-13,9.008339087480753,1041.25,0,2023-04,979.95,952.7,921.65,1029.9,-2.5021746917054632,-5.287226389887991,0,4.771108850457791,17415407586.0,2023,941.85,1039.2,912.0,1083.6,10.394645987146124,-1.9512981777132696,0,14.824626470276556,154049151725.2,5.500000000000114,5.5,0.0,6.176530612244898,1.1242346938775512,5.493986839119582,84.60113910339285,True,False
130978,HDFCBANK,EQ,1688.3,1697.05,1678.15,1692.45,1695.0,1684.9,17665043,29795708472.95,13-APR-2023,177271,INE040A01034,2023-04-13,3.914164671210168,1702.4,0,2023-04,1607.55,1687.6,1602.75,1720.0,4.7840799726801375,0.0,0,6.455406325431698,493982365507.65,2023,1627.0,1651.25,1532.05,1757.5,1.3845398170319858,-5.344289641963486,0,7.18097270925446,3536134512257.25,7.5499999999999545,7.55,0.0,10.478316326530612,1.7709183673469389,5.916882742725439,85.5426203219693,True,False
